Concept Level 1,CCSS Standard,Question UID,Answers,Prompt
Let's,2.2c. Use an Apostrophe to Form Contractions,Jzw0qjNNnNInNWZT9uc,"[{""text""=>""{Let's} go!""}]",<u>Let us</u> go!
Let's,2.2c. Use an Apostrophe to Form Contractions,Jzw0qjNNnNInNWZT9ud,"[{""text""=>""{Let's} go to the boardwalk tonight for some fun.""}]",<u>Let us</u> go to the boardwalk tonight for some fun.
Let's,2.2c. Use an Apostrophe to Form Contractions,Jzw0qjNNnNInNWZT9ue,"[{""text""=>""'\""{Let's} get out of here!\"" said my friend when the ghost showed up.'""}]","""_____ get out of here!"" said my friend when the ghost showed up."
Let's,2.2c. Use an Apostrophe to Form Contractions,Jzw0qjNNnNInNWZT9ug,"[{""text""=>""Our proctor {lets} us listen to music during study hall.""}]",Our proctor ______ us listen to music during study hall.
Let's,2.2c. Use an Apostrophe to Form Contractions,Jzw0qjNNnNInNWZT9uh,"[{""text""=>""'\""I guess we are lucky, our school {lets} us choose our classes.\""'""}]","""I guess we are lucky, our school ______ us choose our classes."""
Let's,2.2c. Use an Apostrophe to Form Contractions,K2x6lB-h8wdsORjfw04,"[{""text""=>""This pair of shoes {lets} me run faster.""}]",This pair of shoes ______ me run faster.
"Loose, Lose",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9uj,"[{""text""=>""My surfing friends are always telling me to, \""hang {loose}.\""""}]","My surfing friends are always telling me to, ""hang _____."""
"Loose, Lose",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9uk,"[{""text""=>""The crew beat the ice {loose} from the sails.""}]",The crew beat the ice <u>lose / loose</u> from the sails.
"Loose, Lose",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9ul,"[{""text""=>""The old clothes were {loose} around the crew's necks.""}]",The old clothes were <u>lose / loose</u> around the crew's necks.
"Loose, Lose",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9um,"[{""text""=>""They were careful to tie down {loose} gear so it would not be lost.""}]",They were careful to tie down ___ gear so it would not be lost.
"Loose, Lose",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9un,"[{""text""=>""It was important to make sure a dog didn't break {loose} from the pack.""}]",It was important to make sure a dog didn't break___ from the pack.
"Loose, Lose",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9up,"[{""text""=>""The navigator did not {lose} sight of land.""}]",The navigator did not <u>lose / loose</u> sight of land.
"Loose, Lose",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9uq,"[{""text""=>""They made sure not to {lose} all of their supplies.""}]",They made sure not to <u>lose / loose</u> all of their supplies.
"Loose, Lose",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9ur,"[{""text""=>""Despite all of the danger, Shackleton did not {lose} a single man.""}]","Despite all of the danger, Shackleton did not ___  a single man."
"Loose, Lose",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9us,"[{""text""=>""The men were optimistic and did not {lose} hope.""}]",The men were optimistic and did not ______ hope.
"Mary, Marry",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9uu,"[{""text""=>""In this day and age, you should be able to {marry} when you choose.""}]","In this day and age, you should be able to _____ when you choose."
"Mary, Marry",4.1g. Commonly Confused Words,K2xLuY4wEmQNMRL2RAp,"[{""text""=>""Romeo wanted to {marry} Juliet, even though their families were against it.""}]","Romeo wanted to ________ Juliet, even though their families were against it."
"Mary, Marry",4.1g. Commonly Confused Words,K2xflrzgpsJ0bDPXbUm,"[{""text""=>""I am excited to {marry} my high school sweetheart next year.""}]",I am excited to _______ my high school sweetheart next year.
"Mary, Marry",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9uw,"[{""text""=>""\""I cannot believe that {Mary} is about to get first place!\""""}]","""I cannot believe that _____ is about to get first place!"""
"Mary, Marry",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9ux,"[{""text""=>""{Mary} was the quickest learner I ever taught.""}]",_____ was the quickest learner I ever taught.
"Mary, Marry",4.1g. Commonly Confused Words,K2x5FGxaAUBcMGO93u8,"[{""text""=>""{Mary} can ride her bike faster than everyone else.""}]",______ can ride her bike faster than everyone else.
"Meant, Mint",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9uz,"[{""text""=>""Everybody has uttered the phrase, \""That's not what I {meant} to say.\""""}]","Everybody has uttered the phrase, ""That's not what I _____ to say."""
"Meant, Mint",4.1g. Commonly Confused Words,Jzw0qjNNnNInNWZT9v-,"[{""text""=>""'\""I {meant} what I said, and I''m not taking it back.\""'""}]","""I _____ what I said, and I'm not taking it back."""
"Meant, Mint",4.1g. Commonly Confused Words,K2x4tMWoQ4vfllti8YY,"[{""text""=>""\""I {meant} to do that,\"" I said after I tripped walking down the sidewalk.""}]","""I _______ to do that,"" I said after I tripped walking down the sidewalk."
"Meant, Mint",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDGI,"[{""text""=>""This year, I decided to grow some {mint} in my garden.""}]","This year, I decided to grow some _____ in my garden."
"Meant, Mint",4.1g. Commonly Confused Words,K2xUR5WNigwbbcReq50,"[{""text""=>""Adding {mint} to a dinner can greatly enhance the flavor.""}]",Adding ______ to a dinner can greatly enhance the flavor.
"Meant, Mint",4.1g. Commonly Confused Words,K2xUeQdGHXgkoGwvFxH,"[{""text""=>""I had to go to the store because I forgot the {mint} for my sauce.""}]",I had to go to the store because I forgot the _______ for my sauce.
Misplaced Modifiers,7.1c. Misplaced Modifiers,Jzw0qjO5owyFPUAwDGN,"[{""text""=>""{The tourist with sunglasses took a pamphlet}.""}]",The tourist took a pamphlet with sunglasses.
Misplaced Modifiers,7.1c. Misplaced Modifiers,Jzw0qjO5owyFPUAwDGO,"[{""text""=>""{The lady in a red dress bought a new car}.""}]",The lady bought a new car in a red dress.
Misplaced Modifiers,7.1c. Misplaced Modifiers,Jzw0qjO5owyFPUAwDGP,"[{""text""=>""{Someone with baggy pants borrowed my pen}.""}]",Someone borrowed my pen with baggy pants.
Misplaced Modifiers,7.1c. Misplaced Modifiers,Jzw0qjO5owyFPUAwDGQ,"[{""text""=>""{The puffin with the orange beak ate an entire fish}.""}]",The puffin ate an entire fish with the orange beak.
Misplaced Modifiers,7.1c. Misplaced Modifiers,Jzw0qjO5owyFPUAwDGR,"[{""text""=>""{A boy with a baseball cap returned my frisbee}.""}]",A boy returned my frisbee with a baseball cap.
Misplaced Modifiers,7.1c. Misplaced Modifiers,Jzw0qjO5owyFPUAwDGS,"[{""text""=>""{Someone in a trenchcoat handed me a note}.""}]",Someone handed me a note in a trenchcoat.
Misplaced Modifiers,7.1c. Misplaced Modifiers,Jzw0qjO5owyFPUAwDGT,"[{""text""=>""{The smart lady with short hair answered the riddle}.""}]",The smart lady answered the riddle with short hair.
Misplaced Modifiers,7.1c. Misplaced Modifiers,Jzw0qjO5owyFPUAwDGU,"[{""text""=>""{His brother in the plaid shirt is really fit}.""}]",His brother is really fit in the plaid shirt.
Misplaced Modifiers,7.1c. Misplaced Modifiers,Jzw0qjO5owyFPUAwDGV,"[{""text""=>""{Her friend with the black belt knows karate}.""}]",Her friend knows karate with the black belt.
Misplaced Modifiers,7.1c. Misplaced Modifiers,Jzw0qjO5owyFPUAwDGW,"[{""text""=>""{That drum with ropes around its edges must be a djembe}.""}]",That drum must be a djembe with ropes around its edges.
Misplaced Modifiers,7.1c. Misplaced Modifiers,Jzw0qjO5owyFPUAwDGX,"[{""text""=>""{The family with matching fanny packs must be tourists}.""}]",The family must be tourists with matching fanny packs.
Misplaced Modifiers,7.1c. Misplaced Modifiers,Jzw0qjO5owyFPUAwDGY,"[{""text""=>""{Someone in disguise took my wallet}!""}]",Someone took my wallet in disguise!
Modal Auxiliaries,4.1c. Can/May vs. Should/Must,Jzw0qjO5owyFPUAwDG_,"[{""text""=>""I {can} juggle a soccer ball for 5 minutes straight.""}]",I <u>can / may</u> juggle a soccer ball for 5 minutes straight.
Modal Auxiliaries,4.1c. Can/May vs. Should/Must,Jzw0qjO5owyFPUAwDGa,"[{""text""=>""Humpback whales {can} hold their breath for more than an hour.""}]",Humpback whales <u>can / may</u> hold their breath for more than an hour.
Modal Auxiliaries,4.1c. Can/May vs. Should/Must,K2x3oM_xMjNQnb3yuK9,"[{""text""=>""I {can} throw a football the entire length of the field.""}]",I <u> can / may </u> throw a football the entire length of the field.
Modal Auxiliaries,4.1c. Can/May vs. Should/Must,Jzw0qjO5owyFPUAwDGc,"[{""text""=>""You {may} use the bathroom when class is finished.""}]",You <u>can / may</u> use the bathroom when class is finished.
Modal Auxiliaries,4.1c. Can/May vs. Should/Must,K2xYoOVsxWsztlHWr7R,"[{""text""=>""You {may} begin eating when everyone has been served their food.""}]",You <u>can / may</u> begin eating when everyone has been served their food.
Modal Auxiliaries,4.1c. Can/May vs. Should/Must,K2xZxPJ8knFzmcW4MbY,"[{""text""=>""{ May} I excuse myself from the table?""}]",<u>Can / May</u> I excuse myself from the table?
Modal Auxiliaries,4.1c. Can/May vs. Should/Must,Jzw0qjO5owyFPUAwDGe,"[{""text""=>""You {must} go to school today because you have to graduate.""}]",You <u>should / must</u> go to school today because you have to graduate.
Modal Auxiliaries,4.1c. Can/May vs. Should/Must,K2xcUl7b6MXZbz5Ma11,"[{""text""=>""I { must} complete my homework on time.""}]",I <u>should / must</u> complete my homework on time.
Modal Auxiliaries,4.1c. Can/May vs. Should/Must,K2xcp8IE34As_Dinwzg,"[{""text""=>""I {must} pay the bus driver before sitting down on the bus.""}]",I <u>should / must</u> pay the bus driver before sitting down on the bus.
Modal Auxiliaries,4.1c. Can/May vs. Should/Must,Jzw0qjO5owyFPUAwDGg,"[{""text""=>""You {should} check your bag to see if you packed a raincoat.""}]",You <u>should / must</u> check your bag to see if you packed a raincoat.
Modal Auxiliaries,4.1c. Can/May vs. Should/Must,Jzw0qjO5owyFPUAwDGh,"[{""text""=>""We {should} write for the school newspaper.""}]",We <u>should / must</u> write for the school newspaper.
Modal Auxiliaries,4.1c. Can/May vs. Should/Must,K2xHpr8eAceuYJbGyQb,"[{""text""=>""We {should} bring soup to our sick friend.""}]",We <u> should / must </u> bring soup to our sick friend.
Objective Pronouns,"6.1a. Subjective, Objective, and Possessive Pronouns",Jzw0qjO5owyFPUAwDGj,"[{""text""=>""Kate sent me a present, so I'll send one back to {her}.""}]","Kate sent me a present, so I'll send one back to _____."
Objective Pronouns,"6.1a. Subjective, Objective, and Possessive Pronouns",Jzw0qjO5owyFPUAwDGk,"[{""text""=>""We have discovered many galaxies, but not all of {them}.""}]","We have discovered many galaxies, but not all of _____."
Objective Pronouns,"6.1a. Subjective, Objective, and Possessive Pronouns",Jzw0qjO5owyFPUAwDGl,"[{""text""=>""We can see the stars, but we are very far away from {them}.""}]","We can see the stars, but we are very far away from _____."
"Of, Off",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDGn,"[{""text""=>""Shackleton knew he had to get out {of} the ship once it was trapped.""}]",Shackleton knew he had to get out <u>of / off</u> the ship once it was trapped.
"Of, Off",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDGo,"[{""text""=>""Finding food was one {of} their top priorities.""}]",Finding food was one <u>of / off</u> their top priorities.
"Of, Off",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDGp,"[{""text""=>""The ship was made {of} wood, so fires were handled with care.""}]","The ship was made ______ wood, so fires were handled with care."
"Of, Off",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDGr,"[{""text""=>""The crew helped each other get {off} the ice floe.""}]",The crew helped each other get <u>of / off</u> the ice floe.
"Of, Off",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDGs,"[{""text""=>""He ordered his crew to take the supplies {off} the ship.""}]",He ordered his crew to take the supplies <u>of / off</u> the ship.
"Of, Off",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDGt,"[{""text""=>""Sometimes an ice floe would crack and everyone would rush to get {off}.""}]",Sometimes an ice floe would crack and everyone would rush to get ___.
"Of, Off",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDGu,"[{""text""=>""When the men set {off} for sea, they had no idea how dangerous it would be.""}]","When the men set ____ for sea, they had no idea how dangerous it would be."
Parallel Structure,9.1a. Use Parallel Structure,Jzw0qjO5owyFPUAwDGw,"[{""text""=>""The bus stopped, {opened} its doors, and let everybody on board.""}]","The bus stopped, opens its doors, and let everybody on board."
Parallel Structure,9.1a. Use Parallel Structure,Jzw0qjO5owyFPUAwDGx,"[{""text""=>""The team stretched their legs, {practiced} their drills, and then rehearsed their set plays.""}]","The team stretched their legs, practice their drills, and then rehearsed their set plays."
Parallel Structure,9.1a. Use Parallel Structure,Jzw0qjO5owyFPUAwDGy,"[{""text""=>""The twin babies were laughing, giggling, and {crawling} for hours.""}]","The twin babies were laughing, giggling, and crawled for hours."
Parallel Structure,9.1a. Use Parallel Structure,Jzw0qjO5owyFPUAwDGz,"[{""text""=>""Richie enjoys reading novels, {drawing} comics, and writing articles.""}]","Richie enjoys reading novels, to draw comics, and writing articles."
Parallel Structure,9.1a. Use Parallel Structure,Jzw0qjO5owyFPUAwDH-,"[{""text""=>""I like to hike, {to swim}, and to surf when I have free time.""}]","I like to hike, to go swimming, and to surf when I have free time."
Parallel Structure,9.1a. Use Parallel Structure,Jzw0qjO5owyFPUAwDH0,"[{""text""=>""We need to buy presents, bake a cake, and {invite} all our friends.""}]","We need to buy presents, bake a cake, and invited all our friends."
"Passed, Past",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDH2,"[{""text""=>""In the {past}, I used to be the best guitarist in Boston.""}]","In the _____, I used to be the best guitarist in Boston."
"Passed, Past",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDH3,"[{""text""=>""The clock reads half {past} nine.""}]",The clock reads half _____ nine.
"Passed, Past",4.1g. Commonly Confused Words,K2x0jIOOxZlqYku4jNM,"[{""text""=>""If you do not remember the {past}, you may wind up repeating it.""}]","If you do not remember the ______, you may wind up repeating it."
"Passed, Past",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDH5,"[{""text""=>""Just before he got tackled, my friend {passed} me the ball.""}]","Just before he got tackled, my friend _____ me the ball."
"Passed, Past",4.1g. Commonly Confused Words,K2xRxoykMqsZZkRn_hx,"[{""text""=>""While I was in a motorcycle race, one of the riders accelerated and {passed} me""}]","While I was in a motorcycle race, one of the riders accelerated and _______ me"
"Passed, Past",4.1g. Commonly Confused Words,K2xSROP9TNov5oPZFfc,"[{""text""=>""With one more touchdown, the quarterback {passed} the previous record holder.""}]","With one more touchdown, the quarterback _______ the previous record holder."
Periods in Numbers,Quill Tutorial Lessons,Jzw0qjO5owyFPUAwDH7,"[{""text""=>""She walked {1.2} miles.""}]",She walked 1 . 2 miles.
Periods in Numbers,Quill Tutorial Lessons,Jzw0qjO5owyFPUAwDH8,"[{""text""=>""Use {1.5} cups of flour to bake a cake.""}]",Use 1 .5 cups of flour to bake a cake.
Periods in Numbers,Quill Tutorial Lessons,K2xHWq1j_I4HNwf8r9y,"[{""text""=>""I wanted to run {13.2} miles today.""}]",I wanted to run 13.  2 miles today.
"Please, Pleas",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDHA,"[{""text""=>""The gods heard the {pleas} of the family and saved the little boy.""}]",The gods heard the _____ of the family and saved the little boy.
"Please, Pleas",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDHB,"[{""text""=>""The rescue squad heard the {pleas} for help, and decided to brave the forest fire.""}]","The rescue squad heard the _____ for help, and decided to brave the forest fire."
"Please, Pleas",4.1g. Commonly Confused Words,K2x0Rfi30qdRqlX_xpB,"[{""text""=>""The judge hears {pleas} of the defendants.""}]",The judge hears ______ of the defendants.
"Please, Pleas",4.1g. Commonly Confused Words,Jzw0qjO5owyFPUAwDHD,"[{""text""=>""'\""Can you {please} turn on the baseball game? I want to see who wins!\""'""}]","""Can you _____ turn on the baseball game? I want to see who wins!"""
"Please, Pleas",4.1g. Commonly Confused Words,K2xaHh0buXYabCYqpSZ,"[{""text""=>""{Please} make yourself comfortable, you are my guest.""}]","______ make yourself comfortable, you are my guest."
"Please, Pleas",4.1g. Commonly Confused Words,K2xafvyI82mDSB0FKfx,"[{""text""=>""If it will {please} you, I can take the dog out for a walk.""}]","If it will _______ you, I can take the dog out for a walk."
Possessive Nouns,3.2d. Form and use Possessives,Jzw0qjO5owyFPUAwDHF,"[{""text""=>""The {dogs'} toys were scattered around the floor.""}]",The <u>dogs / dogs'</u> toys were scattered around the floor.
Possessive Nouns,3.2d. Form and use Possessives,Jzw0qjO5owyFPUAwDHG,"[{""text""=>""All five of the {poems'} themes relate to love.""}]",All five of the <u>poems / poems'</u> themes relate to love.
